date,Farmer,Pesticides,Food_Contamination,Industry,Dairy_Health_Impact,Forest,Waste,Workers,Cow,Government,ImportExport,Chemical,Deforestation_Agriculture,Lactose_Intolerant,Food_Climat_Impact,Employment,Policy,Poverty,Biodiversity,Price,Brexit,Food_Waste,Industrial_Agriculture,Soil,Natural,Payment_Wages,Cancer,MentalHealth,GMO,Sugar,Factory,Packaging,PalmOil,Immigration,Taste,Pollinators,Shortage,Glyphosate,Animal_Welfare,CEO,Recycling,Vegan_Against_Dairy,Almond_milk,Vitamin,Allergy,Gut_Digestion,Ingredient_Scrutiny,Fats,Lactose,Seeds,Protein,Milk_Prices,Bacteria,Industry_Impacy_Health,Obesity,Food_access,Antibiotics,Reusable,Plastic_Ocean,Retail,Hormone,Label,Water_Scarcity,Chlorpyrifos,Bank,Xenophobic,Sustainable_Diet,Meat_Impact_Climate,Chlorine,Baby_Milk,Residues,Additive,Diabetes,Soya_milk,Processed_Food,Feminism,Transparency,Religion,Breastfeeding,Gluten,Skincar,Cocoa,Monoculture,Shareholders,Microplastics,Infant_Nutrition,Veganism,Carbohydrates,Fertility,Biodegradable,Microwave,Sulfoxaflor,Organic_Authenticity,Traceability,NanoParticles,Aluminium,Probiotics,Atrazine,Perchlorate,Dairy_Industry_Lie,Genetically_Modified_Animal,Milk_Sales,Overpackaging
2019-02-20,414.0,478.0,303.0,312.0,104.0,52.0,165.0,95.0,196.0,66.0,74.0,176.0,25.0,9.0,32.0,57.0,89.0,79.0,85.0,72.0,32.0,33.0,69.0,26.0,38.0,72.0,33.0,16.0,50.0,20.0,30.0,8.0,10.0,9.0,23.0,30.0,7.0,12.0,21.0,2.0,5.0,71.0,19.0,25.0,13.0,19.0,14.0,86.0,14.0,27.0,41.0,36.0,16.0,20.0,8.0,8.0,4.0,7.0,5.0,48.0,10.0,11.0,1.0,17.0,13.0,3.0,28.0,0.0,1.0,2.0,7.0,14.0,6.0,7.0,2.0,0.0,2.0,1.0,23.0,6.0,6.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,45.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2019-02-21,891.0,561.0,254.0,270.0,138.0,85.0,150.0,64.0,155.0,53.0,295.0,106.0,59.0,24.0,18.0,66.0,149.0,41.0,307.0,515.0,114.0,78.0,47.0,23.0,65.0,53.0,26.0,11.0,69.0,102.0,67.0,16.0,16.0,1.0,30.0,32.0,71.0,39.0,7.0,13.0,12.0,43.0,23.0,24.0,19.0,63.0,29.0,65.0,26.0,46.0,18.0,476.0,24.0,7.0,7.0,14.0,11.0,5.0,1.0,7.0,7.0,6.0,13.0,2.0,4.0,8.0,24.0,1.0,0.0,4.0,5.0,52.0,5.0,14.0,2.0,6.0,17.0,1.0,38.0,6.0,6.0,26.0,5.0,1.0,3.0,2.0,17.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22,1259.0,2686.0,1084.0,264.0,119.0,296.0,272.0,108.0,118.0,2205.0,390.0,995.0,182.0,20.0,117.0,99.0,763.0,194.0,7220.0,281.0,311.0,68.0,70.0,287.0,1952.0,173.0,37.0,30.0,32.0,66.0,140.0,18.0,22.0,7.0,43.0,99.0,245.0,18.0,3.0,16.0,9.0,36.0,28.0,61.0,16.0,17.0,21.0,17.0,24.0,49.0,16.0,230.0,68.0,7.0,6.0,4.0,7.0,3.0,0.0,8.0,25.0,15.0,3.0,5.0,8.0,4.0,60.0,1.0,1.0,7.0,8.0,9.0,4.0,10.0,16.0,8.0,20.0,1.0,30.0,5.0,3.0,34.0,30.0,3.0,1.0,0.0,14.0,3.0,0.0,4.0,4.0,1.0,1.0,7.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-02-23,440.0,642.0,226.0,231.0,91.0,253.0,279.0,43.0,132.0,1131.0,89.0,198.0,200.0,9.0,43.0,97.0,172.0,123.0,1466.0,250.0,27.0,171.0,65.0,79.0,344.0,87.0,46.0,219.0,27.0,24.0,34.0,11.0,3.0,3.0,26.0,76.0,21.0,14.0,83.0,2.0,29.0,17.0,16.0,57.0,4.0,8.0,16.0,11.0,11.0,27.0,16.0,113.0,31.0,18.0,12.0,113.0,8.0,17.0,4.0,11.0,23.0,11.0,22.0,5.0,6.0,3.0,76.0,3.0,1.0,4.0,3.0,6.0,1.0,9.0,31.0,1.0,4.0,0.0,7.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-02-24,1802.0,451.0,1075.0,1289.0,83.0,91.0,229.0,37.0,1093.0,233.0,144.0,1015.0,68.0,19.0,231.0,51.0,60.0,653.0,583.0,715.0,28.0,139.0,43.0,53.0,85.0,43.0,64.0,66.0,37.0,18.0,30.0,59.0,2.0,2.0,32.0,39.0,217.0,47.0,23.0,1.0,61.0,24.0,19.0,19.0,17.0,15.0,15.0,18.0,20.0,22.0,8.0,267.0,12.0,1081.0,9.0,24.0,12.0,41.0,1.0,2.0,10.0,13.0,8.0,6.0,6.0,1.0,18.0,1.0,0.0,7.0,1.0,14.0,5.0,3.0,15.0,0.0,5.0,0.0,3.0,2.0,0.0,3.0,17.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
2019-02-25,831.0,740.0,244.0,296.0,76.0,163.0,185.0,70.0,203.0,104.0,357.0,215.0,119.0,7.0,72.0,71.0,98.0,164.0,472.0,445.0,14.0,118.0,24.0,44.0,80.0,42.0,54.0,51.0,38.0,31.0,29.0,6.0,28.0,3.0,25.0,94.0,55.0,53.0,8.0,3.0,34.0,55.0,22.0,32.0,14.0,32.0,14.0,12.0,9.0,23.0,30.0,322.0,38.0,102.0,24.0,38.0,10.0,17.0,3.0,5.0,8.0,13.0,18.0,1.0,3.0,1.0,59.0,1.0,0.0,8.0,26.0,5.0,2.0,4.0,9.0,9.0,3.0,1.0,3.0,10.0,6.0,4.0,1.0,3.0,0.0,0.0,32.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-02-26,431.0,584.0,521.0,394.0,79.0,189.0,505.0,57.0,235.0,111.0,405.0,248.0,153.0,50.0,37.0,41.0,86.0,153.0,286.0,135.0,16.0,89.0,154.0,33.0,44.0,26.0,40.0,24.0,40.0,14.0,21.0,8.0,46.0,2.0,180.0,79.0,58.0,94.0,10.0,24.0,10.0,44.0,15.0,28.0,19.0,17.0,9.0,60.0,52.0,26.0,40.0,96.0,8.0,17.0,23.0,16.0,4.0,14.0,3.0,4.0,7.0,9.0,3.0,2.0,3.0,5.0,29.0,5.0,1.0,6.0,26.0,6.0,9.0,6.0,7.0,0.0,6.0,6.0,5.0,2.0,8.0,8.0,6.0,2.0,0.0,0.0,23.0,3.0,3.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2019-02-27,555.0,453.0,225.0,275.0,112.0,245.0,279.0,167.0,337.0,44.0,100.0,144.0,184.0,28.0,27.0,32.0,63.0,85.0,814.0,87.0,17.0,44.0,83.0,68.0,692.0,42.0,26.0,20.0,55.0,27.0,58.0,19.0,13.0,2.0,130.0,45.0,21.0,63.0,38.0,4.0,11.0,24.0,20.0,42.0,28.0,14.0,5.0,147.0,28.0,11.0,15.0,49.0,3.0,4.0,24.0,45.0,5.0,10.0,2.0,1.0,14.0,3.0,0.0,6.0,5.0,3.0,6.0,5.0,1.0,5.0,15.0,2.0,19.0,6.0,3.0,0.0,7.0,1.0,6.0,7.0,4.0,5.0,6.0,0.0,1.0,0.0,3.0,16.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-02-28,685.0,319.0,135.0,330.0,98.0,359.0,143.0,301.0,141.0,102.0,91.0,97.0,195.0,10.0,31.0,33.0,65.0,104.0,739.0,89.0,24.0,84.0,37.0,36.0,684.0,45.0,25.0,22.0,143.0,17.0,103.0,20.0,12.0,184.0,55.0,21.0,190.0,34.0,9.0,4.0,29.0,32.0,28.0,81.0,8.0,29.0,28.0,51.0,8.0,11.0,15.0,38.0,18.0,2.0,7.0,16.0,6.0,13.0,4.0,4.0,28.0,21.0,15.0,47.0,17.0,13.0,7.0,8.0,0.0,10.0,18.0,3.0,20.0,7.0,0.0,0.0,3.0,2.0,10.0,3.0,1.0,3.0,0.0,0.0,1.0,5.0,21.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
2019-03-01,996.0,381.0,190.0,298.0,79.0,184.0,244.0,78.0,111.0,86.0,209.0,96.0,81.0,14.0,172.0,162.0,68.0,53.0,343.0,62.0,558.0,40.0,49.0,46.0,96.0,67.0,40.0,188.0,41.0,90.0,32.0,14.0,13.0,25.0,23.0,13.0,35.0,18.0,7.0,5.0,17.0,12.0,51.0,77.0,11.0,23.0,17.0,80.0,10.0,18.0,94.0,46.0,12.0,65.0,24.0,20.0,12.0,3.0,6.0,90.0,21.0,15.0,4.0,15.0,3.0,5.0,10.0,3.0,7.0,106.0,43.0,9.0,6.0,6.0,5.0,0.0,0.0,3.0,5.0,3.0,6.0,11.0,0.0,0.0,5.0,2.0,0.0,42.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-02,669.0,2559.0,1653.0,151.0,80.0,294.0,187.0,44.0,247.0,87.0,2241.0,100.0,41.0,15.0,164.0,150.0,105.0,43.0,478.0,50.0,201.0,23.0,26.0,93.0,56.0,41.0,30.0,109.0,45.0,67.0,12.0,8.0,3.0,6.0,46.0,7.0,9.0,10.0,52.0,3.0,6.0,5.0,40.0,20.0,12.0,10.0,14.0,36.0,16.0,23.0,50.0,23.0,5.0,13.0,53.0,9.0,23.0,5.0,2.0,9.0,56.0,9.0,1.0,45.0,5.0,1.0,18.0,3.0,181.0,12.0,9.0,4.0,28.0,9.0,6.0,0.0,0.0,5.0,5.0,3.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,19.0,1.0,3.0,2.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-03,448.0,1301.0,482.0,173.0,97.0,145.0,137.0,455.0,245.0,53.0,851.0,133.0,39.0,16.0,55.0,62.0,140.0,32.0,208.0,39.0,89.0,75.0,48.0,40.0,54.0,421.0,43.0,12.0,41.0,18.0,34.0,5.0,4.0,3.0,36.0,33.0,3.0,28.0,18.0,3.0,5.0,12.0,21.0,5.0,10.0,21.0,5.0,15.0,12.0,11.0,23.0,14.0,13.0,19.0,80.0,4.0,24.0,5.0,1.0,4.0,218.0,4.0,1.0,21.0,0.0,1.0,1.0,1.0,399.0,8.0,10.0,11.0,32.0,8.0,6.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-04,1090.0,790.0,167.0,219.0,76.0,92.0,216.0,393.0,116.0,88.0,177.0,269.0,50.0,17.0,307.0,751.0,74.0,117.0,293.0,41.0,45.0,115.0,32.0,12.0,76.0,370.0,19.0,23.0,24.0,20.0,35.0,11.0,7.0,10.0,30.0,6.0,90.0,39.0,7.0,6.0,16.0,59.0,23.0,33.0,13.0,11.0,6.0,26.0,25.0,6.0,23.0,8.0,29.0,75.0,15.0,13.0,34.0,5.0,0.0,20.0,136.0,5.0,13.0,27.0,4.0,5.0,12.0,6.0,174.0,18.0,9.0,11.0,11.0,13.0,7.0,1.0,1.0,4.0,10.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-05,1380.0,601.0,190.0,169.0,90.0,127.0,153.0,99.0,106.0,47.0,866.0,276.0,43.0,14.0,666.0,232.0,61.0,28.0,254.0,50.0,36.0,72.0,62.0,23.0,122.0,227.0,54.0,784.0,48.0,164.0,178.0,14.0,24.0,59.0,30.0,5.0,14.0,89.0,2.0,5.0,13.0,19.0,28.0,78.0,13.0,19.0,12.0,28.0,14.0,7.0,22.0,8.0,24.0,7.0,9.0,5.0,25.0,5.0,9.0,12.0,12.0,10.0,7.0,36.0,11.0,1.0,5.0,1.0,17.0,7.0,5.0,4.0,1.0,17.0,2.0,0.0,2.0,60.0,0.0,7.0,6.0,19.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-06,973.0,457.0,198.0,214.0,75.0,103.0,133.0,47.0,103.0,112.0,787.0,120.0,38.0,47.0,69.0,94.0,89.0,32.0,200.0,31.0,74.0,49.0,45.0,65.0,47.0,109.0,29.0,613.0,32.0,82.0,75.0,19.0,10.0,42.0,29.0,75.0,8.0,92.0,52.0,2.0,15.0,22.0,24.0,73.0,12.0,16.0,14.0,31.0,48.0,13.0,15.0,10.0,19.0,3.0,11.0,2.0,14.0,8.0,9.0,5.0,17.0,3.0,3.0,14.0,5.0,0.0,3.0,2.0,62.0,11.0,11.0,3.0,7.0,34.0,8.0,0.0,8.0,61.0,5.0,4.0,6.0,24.0,8.0,0.0,11.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-07,779.0,276.0,133.0,727.0,132.0,131.0,226.0,72.0,72.0,51.0,87.0,62.0,89.0,21.0,88.0,55.0,48.0,32.0,219.0,61.0,16.0,112.0,29.0,28.0,47.0,30.0,19.0,58.0,34.0,46.0,36.0,17.0,15.0,4.0,35.0,9.0,6.0,34.0,11.0,9.0,8.0,37.0,18.0,46.0,34.0,22.0,28.0,27.0,24.0,14.0,34.0,2.0,12.0,8.0,5.0,15.0,9.0,7.0,4.0,7.0,23.0,8.0,7.0,11.0,8.0,4.0,1.0,12.0,30.0,9.0,3.0,6.0,17.0,10.0,3.0,0.0,5.0,8.0,9.0,3.0,3.0,4.0,2.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-08,339.0,1306.0,364.0,236.0,80.0,321.0,258.0,73.0,134.0,75.0,1018.0,102.0,302.0,9.0,96.0,61.0,54.0,29.0,78.0,100.0,38.0,172.0,105.0,39.0,30.0,21.0,26.0,32.0,42.0,12.0,21.0,18.0,103.0,7.0,24.0,3.0,5.0,24.0,22.0,5.0,8.0,29.0,22.0,32.0,184.0,15.0,5.0,17.0,12.0,65.0,21.0,5.0,9.0,3.0,13.0,10.0,7.0,0.0,2.0,6.0,2.0,1.0,2.0,15.0,6.0,0.0,5.0,1.0,6.0,6.0,19.0,5.0,4.0,11.0,2.0,2.0,7.0,5.0,0.0,4.0,0.0,1.0,5.0,0.0,2.0,0.0,3.0,6.0,2.0,8.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-09,180.0,358.0,219.0,161.0,80.0,150.0,130.0,51.0,96.0,42.0,213.0,98.0,127.0,12.0,51.0,40.0,41.0,93.0,52.0,40.0,18.0,50.0,71.0,33.0,29.0,18.0,47.0,39.0,17.0,13.0,5.0,8.0,57.0,7.0,9.0,4.0,17.0,5.0,10.0,1.0,4.0,23.0,16.0,41.0,22.0,10.0,12.0,21.0,13.0,11.0,19.0,6.0,1.0,1.0,12.0,3.0,4.0,0.0,0.0,4.0,7.0,4.0,2.0,0.0,5.0,0.0,40.0,0.0,0.0,21.0,4.0,10.0,2.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,1.0,1.0,3.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-10,589.0,272.0,193.0,378.0,224.0,59.0,199.0,51.0,100.0,123.0,142.0,119.0,41.0,11.0,23.0,276.0,71.0,64.0,73.0,62.0,61.0,83.0,272.0,51.0,25.0,56.0,32.0,41.0,38.0,161.0,238.0,14.0,8.0,11.0,30.0,6.0,43.0,8.0,204.0,3.0,40.0,145.0,26.0,11.0,11.0,18.0,20.0,31.0,13.0,20.0,15.0,5.0,7.0,36.0,5.0,6.0,11.0,6.0,32.0,2.0,6.0,18.0,1.0,4.0,2.0,2.0,29.0,1.0,3.0,7.0,3.0,5.0,23.0,5.0,4.0,1.0,2.0,30.0,7.0,10.0,7.0,4.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-11,505.0,411.0,410.0,907.0,170.0,237.0,148.0,89.0,105.0,201.0,96.0,273.0,213.0,12.0,23.0,155.0,52.0,51.0,219.0,48.0,40.0,56.0,204.0,96.0,44.0,93.0,26.0,76.0,65.0,51.0,82.0,37.0,168.0,7.0,43.0,15.0,20.0,15.0,46.0,6.0,172.0,40.0,27.0,3.0,15.0,333.0,12.0,12.0,14.0,16.0,12.0,8.0,31.0,80.0,9.0,12.0,7.0,7.0,8.0,76.0,4.0,6.0,1.0,4.0,9.0,0.0,50.0,1.0,2.0,3.0,11.0,2.0,4.0,6.0,12.0,0.0,3.0,14.0,51.0,6.0,6.0,16.0,9.0,2.0,3.0,2.0,0.0,2.0,8.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-12,448.0,324.0,337.0,635.0,122.0,156.0,119.0,57.0,71.0,42.0,49.0,203.0,120.0,10.0,25.0,89.0,45.0,27.0,96.0,35.0,48.0,54.0,94.0,16.0,49.0,47.0,18.0,51.0,105.0,35.0,28.0,24.0,79.0,2.0,24.0,13.0,8.0,11.0,5.0,6.0,70.0,31.0,20.0,14.0,15.0,34.0,26.0,10.0,12.0,32.0,67.0,6.0,36.0,16.0,21.0,9.0,10.0,5.0,6.0,65.0,7.0,21.0,0.0,0.0,2.0,1.0,31.0,1.0,5.0,4.0,9.0,6.0,10.0,11.0,5.0,0.0,5.0,2.0,7.0,8.0,2.0,4.0,6.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-13,1540.0,231.0,183.0,1153.0,323.0,151.0,133.0,42.0,122.0,92.0,73.0,84.0,119.0,6.0,339.0,45.0,64.0,33.0,145.0,41.0,64.0,48.0,49.0,47.0,45.0,30.0,36.0,254.0,68.0,22.0,36.0,9.0,911.0,5.0,24.0,11.0,6.0,20.0,13.0,52.0,29.0,24.0,20.0,5.0,17.0,14.0,13.0,10.0,11.0,31.0,38.0,15.0,8.0,8.0,19.0,10.0,7.0,0.0,1.0,6.0,10.0,6.0,131.0,0.0,13.0,4.0,4.0,1.0,3.0,10.0,5.0,2.0,13.0,8.0,11.0,0.0,0.0,3.0,4.0,6.0,1.0,3.0,9.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-14,3009.0,273.0,255.0,2793.0,98.0,276.0,178.0,220.0,104.0,72.0,173.0,111.0,97.0,37.0,180.0,70.0,33.0,52.0,53.0,117.0,18.0,30.0,75.0,46.0,37.0,86.0,52.0,17.0,32.0,14.0,14.0,119.0,2650.0,6.0,32.0,23.0,9.0,10.0,11.0,31.0,34.0,13.0,27.0,2.0,22.0,18.0,71.0,25.0,42.0,9.0,18.0,14.0,5.0,15.0,11.0,1.0,9.0,1.0,4.0,9.0,86.0,63.0,14.0,0.0,29.0,10.0,5.0,1.0,7.0,15.0,4.0,9.0,5.0,6.0,40.0,1.0,0.0,4.0,6.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-15,1351.0,236.0,244.0,407.0,86.0,113.0,72.0,67.0,68.0,332.0,112.0,108.0,65.0,8.0,38.0,72.0,28.0,69.0,35.0,43.0,8.0,30.0,46.0,14.0,107.0,52.0,31.0,22.0,33.0,12.0,8.0,41.0,221.0,0.0,17.0,7.0,18.0,4.0,3.0,9.0,18.0,4.0,22.0,9.0,17.0,19.0,13.0,14.0,12.0,11.0,16.0,20.0,5.0,21.0,14.0,3.0,3.0,3.0,1.0,1.0,21.0,8.0,4.0,3.0,5.0,20.0,7.0,2.0,0.0,18.0,1.0,3.0,3.0,39.0,30.0,2.0,0.0,6.0,15.0,8.0,16.0,6.0,27.0,0.0,3.0,3.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-16,327.0,131.0,317.0,192.0,94.0,136.0,92.0,27.0,83.0,802.0,68.0,83.0,23.0,10.0,36.0,48.0,52.0,131.0,63.0,27.0,15.0,31.0,47.0,19.0,28.0,12.0,35.0,15.0,40.0,58.0,8.0,19.0,53.0,2.0,22.0,16.0,8.0,8.0,4.0,3.0,26.0,3.0,41.0,3.0,12.0,9.0,8.0,21.0,32.0,15.0,15.0,9.0,7.0,9.0,23.0,0.0,3.0,1.0,1.0,2.0,4.0,7.0,6.0,0.0,0.0,54.0,2.0,3.0,4.0,8.0,1.0,4.0,3.0,9.0,21.0,1.0,8.0,9.0,18.0,7.0,8.0,3.0,27.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
2019-03-17,242.0,231.0,189.0,145.0,105.0,140.0,120.0,134.0,76.0,247.0,439.0,72.0,44.0,5.0,32.0,70.0,19.0,587.0,50.0,118.0,14.0,25.0,25.0,26.0,21.0,21.0,33.0,8.0,27.0,27.0,10.0,159.0,24.0,3.0,29.0,7.0,12.0,14.0,1.0,0.0,70.0,9.0,31.0,3.0,15.0,16.0,9.0,10.0,15.0,10.0,10.0,101.0,5.0,7.0,53.0,9.0,26.0,9.0,5.0,0.0,4.0,8.0,0.0,3.0,6.0,7.0,9.0,3.0,1.0,8.0,0.0,8.0,1.0,8.0,14.0,0.0,5.0,4.0,1.0,2.0,3.0,0.0,12.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-18,820.0,222.0,1615.0,630.0,110.0,73.0,138.0,711.0,57.0,88.0,130.0,59.0,36.0,23.0,39.0,66.0,53.0,44.0,53.0,244.0,29.0,64.0,14.0,23.0,31.0,50.0,32.0,12.0,26.0,36.0,13.0,193.0,19.0,571.0,26.0,6.0,216.0,28.0,10.0,7.0,193.0,13.0,27.0,7.0,17.0,17.0,27.0,13.0,27.0,6.0,18.0,199.0,10.0,8.0,35.0,4.0,13.0,3.0,8.0,7.0,10.0,27.0,0.0,4.0,4.0,0.0,4.0,2.0,2.0,182.0,8.0,1.0,5.0,9.0,21.0,0.0,3.0,4.0,30.0,7.0,1.0,20.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-19,445.0,291.0,480.0,219.0,83.0,409.0,196.0,248.0,206.0,47.0,138.0,215.0,386.0,17.0,66.0,145.0,79.0,51.0,86.0,90.0,52.0,88.0,38.0,15.0,27.0,91.0,59.0,71.0,31.0,28.0,13.0,361.0,23.0,77.0,19.0,93.0,39.0,17.0,8.0,3.0,324.0,17.0,21.0,16.0,11.0,29.0,51.0,16.0,19.0,8.0,18.0,27.0,7.0,4.0,18.0,6.0,6.0,47.0,4.0,15.0,3.0,44.0,6.0,2.0,18.0,4.0,5.0,0.0,2.0,36.0,3.0,19.0,1.0,15.0,23.0,0.0,0.0,5.0,9.0,3.0,3.0,6.0,10.0,8.0,0.0,10.0,1.0,2.0,0.0,0.0,6.0,0.0,8.0,1.0,1.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,1.0
2019-03-20,946.0,1071.0,680.0,262.0,112.0,670.0,188.0,348.0,202.0,169.0,128.0,658.0,643.0,16.0,95.0,538.0,48.0,46.0,45.0,46.0,70.0,99.0,51.0,40.0,29.0,86.0,130.0,86.0,58.0,38.0,26.0,311.0,18.0,24.0,39.0,5.0,24.0,445.0,9.0,2.0,314.0,12.0,23.0,17.0,13.0,17.0,64.0,93.0,19.0,7.0,25.0,16.0,8.0,9.0,39.0,8.0,9.0,70.0,2.0,33.0,10.0,62.0,7.0,9.0,31.0,5.0,5.0,1.0,1.0,23.0,282.0,69.0,4.0,13.0,23.0,0.0,4.0,1.0,8.0,11.0,6.0,50.0,26.0,145.0,3.0,1.0,0.0,4.0,7.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,0.0
2019-03-21,673.0,593.0,305.0,154.0,112.0,493.0,162.0,111.0,150.0,61.0,94.0,214.0,432.0,29.0,28.0,202.0,52.0,71.0,35.0,27.0,287.0,74.0,25.0,46.0,41.0,262.0,54.0,48.0,35.0,48.0,13.0,90.0,36.0,17.0,38.0,9.0,19.0,85.0,27.0,14.0,103.0,20.0,42.0,180.0,18.0,28.0,29.0,175.0,33.0,8.0,19.0,8.0,7.0,14.0,19.0,7.0,9.0,23.0,1.0,16.0,11.0,21.0,8.0,0.0,28.0,26.0,22.0,2.0,0.0,21.0,163.0,17.0,4.0,10.0,8.0,0.0,5.0,0.0,3.0,12.0,7.0,7.0,17.0,22.0,1.0,3.0,0.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,13.0,4.0,0.0,0.0,0.0
2019-03-22,471.0,609.0,496.0,275.0,65.0,413.0,131.0,74.0,107.0,74.0,83.0,246.0,359.0,18.0,31.0,82.0,66.0,77.0,51.0,27.0,94.0,55.0,68.0,152.0,44.0,127.0,37.0,74.0,27.0,72.0,45.0,177.0,43.0,17.0,28.0,17.0,40.0,126.0,19.0,13.0,182.0,17.0,34.0,674.0,14.0,19.0,11.0,30.0,18.0,6.0,16.0,7.0,88.0,11.0,27.0,2.0,4.0,658.0,673.0,36.0,20.0,11.0,30.0,4.0,5.0,3.0,20.0,2.0,4.0,19.0,46.0,18.0,4.0,7.0,5.0,1.0,21.0,0.0,11.0,9.0,2.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
