date,Farmer,Pesticides,Food_Contamination,Industry,Dairy_Health_Impact,Forest,Waste,Workers,Cow,Government,ImportExport,Chemical,Deforestation_Agriculture,Lactose_Intolerant,Food_Climat_Impact,Employment,Policy,Poverty,Biodiversity,Price,Brexit,Food_Waste,Industrial_Agriculture,Soil,Natural,Payment_Wages,Cancer,MentalHealth,GMO,Sugar,Factory,Packaging,PalmOil,Immigration,Taste,Pollinators,Shortage,Glyphosate,Animal_Welfare,CEO,Recycling,Vegan_Against_Dairy,Almond_milk,Vitamin,Allergy,Gut_Digestion,Ingredient_Scrutiny,Fats,Lactose,Seeds,Protein,Milk_Prices,Bacteria,Industry_Impacy_Health,Obesity,Food_access,Antibiotics,Reusable,Plastic_Ocean,Retail,Hormone,Label,Water_Scarcity,Chlorpyrifos,Bank,Xenophobic,Sustainable_Diet,Meat_Impact_Climate,Chlorine,Baby_Milk,Residues,Additive,Diabetes,Soya_milk,Processed_Food,Feminism,Transparency,Religion,Breastfeeding,Gluten,Skincar,Cocoa,Monoculture,Shareholders,Microplastics,Infant_Nutrition,Veganism,Carbohydrates,Fertility,Biodegradable,Microwave,Sulfoxaflor,Organic_Authenticity,Traceability,NanoParticles,Aluminium,Probiotics,Atrazine,Perchlorate,Dairy_Industry_Lie,Genetically_Modified_Animal,Milk_Sales,Overpackaging
2018-11-16,351.0,247.0,278.0,185.0,89.0,360.0,226.0,157.0,454.0,91.0,263.0,92.0,263.0,12.0,14.0,98.0,140.0,125.0,27.0,106.0,21.0,82.0,46.0,14.0,80.0,14.0,47.0,19.0,22.0,18.0,41.0,56.0,287.0,47.0,24.0,11.0,27.0,22.0,47.0,33.0,17.0,49.0,24.0,1.0,20.0,15.0,13.0,11.0,20.0,9.0,14.0,8.0,1.0,8.0,16.0,4.0,19.0,4.0,12.0,9.0,10.0,12.0,4.0,10.0,4.0,0.0,6.0,2.0,1.0,21.0,9.0,7.0,31.0,10.0,3.0,2.0,29.0,3.0,11.0,11.0,7.0,19.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
2018-11-17,186.0,192.0,203.0,163.0,120.0,219.0,119.0,98.0,100.0,50.0,66.0,134.0,69.0,15.0,20.0,34.0,42.0,31.0,31.0,27.0,13.0,34.0,36.0,21.0,37.0,7.0,40.0,7.0,35.0,3.0,15.0,4.0,146.0,40.0,16.0,6.0,9.0,13.0,15.0,18.0,6.0,12.0,10.0,4.0,12.0,9.0,19.0,3.0,17.0,10.0,7.0,3.0,4.0,6.0,7.0,1.0,8.0,6.0,1.0,2.0,9.0,10.0,1.0,2.0,0.0,0.0,5.0,1.0,6.0,12.0,7.0,12.0,7.0,4.0,1.0,0.0,17.0,14.0,13.0,2.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-18,129.0,304.0,646.0,115.0,134.0,329.0,96.0,46.0,46.0,25.0,199.0,85.0,98.0,83.0,17.0,21.0,32.0,65.0,18.0,30.0,11.0,27.0,41.0,17.0,20.0,8.0,35.0,16.0,22.0,9.0,9.0,5.0,228.0,32.0,18.0,30.0,31.0,10.0,14.0,6.0,6.0,6.0,22.0,3.0,7.0,13.0,3.0,3.0,85.0,2.0,8.0,3.0,10.0,29.0,3.0,24.0,5.0,3.0,7.0,0.0,4.0,3.0,25.0,0.0,6.0,3.0,9.0,0.0,0.0,5.0,7.0,4.0,5.0,5.0,1.0,0.0,7.0,44.0,0.0,6.0,0.0,2.0,1.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-19,319.0,229.0,330.0,134.0,125.0,237.0,114.0,116.0,150.0,53.0,84.0,71.0,75.0,59.0,51.0,253.0,246.0,114.0,17.0,84.0,33.0,58.0,39.0,39.0,32.0,38.0,57.0,21.0,16.0,31.0,11.0,11.0,100.0,29.0,37.0,8.0,53.0,8.0,15.0,9.0,21.0,6.0,19.0,3.0,16.0,24.0,15.0,12.0,60.0,0.0,20.0,35.0,13.0,9.0,18.0,63.0,23.0,2.0,11.0,9.0,9.0,3.0,3.0,0.0,3.0,14.0,9.0,5.0,0.0,5.0,9.0,2.0,42.0,2.0,13.0,1.0,42.0,8.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-20,237.0,331.0,213.0,89.0,65.0,192.0,183.0,109.0,60.0,51.0,127.0,91.0,124.0,11.0,61.0,108.0,77.0,89.0,34.0,43.0,8.0,103.0,35.0,32.0,29.0,21.0,127.0,13.0,27.0,18.0,4.0,24.0,100.0,6.0,19.0,16.0,20.0,12.0,4.0,6.0,18.0,4.0,14.0,3.0,24.0,18.0,3.0,5.0,12.0,11.0,9.0,18.0,12.0,5.0,12.0,51.0,11.0,4.0,9.0,4.0,6.0,2.0,1.0,0.0,2.0,12.0,16.0,4.0,4.0,9.0,11.0,13.0,8.0,7.0,15.0,0.0,20.0,0.0,4.0,5.0,6.0,5.0,22.0,0.0,4.0,3.0,13.0,3.0,0.0,0.0,6.0,0.0,1.0,4.0,0.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0
2018-11-21,624.0,380.0,363.0,179.0,77.0,489.0,224.0,361.0,91.0,77.0,305.0,76.0,448.0,7.0,42.0,92.0,42.0,293.0,61.0,28.0,163.0,94.0,63.0,22.0,26.0,16.0,61.0,10.0,93.0,32.0,8.0,16.0,392.0,9.0,15.0,7.0,11.0,12.0,4.0,8.0,8.0,9.0,13.0,10.0,6.0,18.0,79.0,13.0,8.0,15.0,15.0,7.0,13.0,3.0,8.0,34.0,24.0,4.0,4.0,3.0,14.0,76.0,3.0,0.0,12.0,4.0,12.0,11.0,0.0,3.0,0.0,7.0,13.0,3.0,5.0,0.0,8.0,2.0,1.0,17.0,6.0,11.0,3.0,0.0,36.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-22,522.0,304.0,684.0,154.0,53.0,342.0,141.0,95.0,102.0,46.0,276.0,57.0,294.0,8.0,35.0,59.0,64.0,90.0,42.0,107.0,198.0,65.0,54.0,46.0,76.0,32.0,20.0,5.0,136.0,8.0,21.0,6.0,249.0,1.0,14.0,4.0,23.0,16.0,12.0,10.0,3.0,24.0,9.0,7.0,6.0,10.0,130.0,8.0,12.0,8.0,17.0,22.0,11.0,9.0,7.0,15.0,3.0,3.0,0.0,5.0,14.0,129.0,10.0,3.0,7.0,5.0,8.0,2.0,0.0,6.0,2.0,9.0,3.0,3.0,0.0,0.0,6.0,1.0,1.0,6.0,3.0,1.0,4.0,0.0,16.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-23,653.0,291.0,3233.0,119.0,41.0,120.0,322.0,85.0,100.0,43.0,49.0,58.0,90.0,10.0,13.0,39.0,3076.0,57.0,12.0,63.0,45.0,40.0,30.0,70.0,36.0,25.0,14.0,15.0,68.0,13.0,87.0,6.0,33.0,8.0,11.0,78.0,7.0,10.0,22.0,3.0,5.0,38.0,13.0,6.0,5.0,8.0,80.0,10.0,10.0,5.0,8.0,6.0,13.0,12.0,196.0,195.0,3.0,2.0,1.0,8.0,3.0,80.0,2.0,2.0,9.0,1.0,3.0,6.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,0.0,9.0,1.0,3.0,5.0,2.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2018-11-24,6355.0,153.0,3887.0,102.0,47.0,123.0,394.0,5591.0,71.0,60.0,58.0,51.0,78.0,11.0,42.0,72.0,3796.0,5619.0,31.0,133.0,16.0,49.0,21.0,22.0,23.0,19.0,14.0,8.0,34.0,862.0,16.0,7.0,14.0,2.0,20.0,25.0,8.0,6.0,11.0,3.0,4.0,10.0,8.0,2.0,12.0,14.0,21.0,6.0,14.0,4.0,12.0,3.0,9.0,15.0,51.0,30.0,6.0,5.0,1.0,28.0,2.0,12.0,8.0,0.0,3.0,1.0,4.0,2.0,0.0,3.0,0.0,6.0,21.0,4.0,5.0,0.0,4.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-25,2807.0,990.0,1171.0,1184.0,63.0,97.0,315.0,2411.0,106.0,306.0,174.0,929.0,44.0,10.0,23.0,25.0,823.0,2399.0,12.0,44.0,10.0,29.0,50.0,15.0,26.0,8.0,17.0,6.0,50.0,259.0,14.0,14.0,48.0,3.0,16.0,13.0,14.0,14.0,8.0,2.0,2.0,29.0,7.0,15.0,2.0,9.0,19.0,7.0,11.0,42.0,3.0,2.0,3.0,10.0,11.0,4.0,8.0,27.0,2.0,5.0,3.0,14.0,11.0,819.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,22.0,5.0,2.0,1.0,0.0,2.0,7.0,2.0,6.0,7.0,3.0,2.0,0.0,6.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-26,1261.0,715.0,540.0,820.0,82.0,63.0,150.0,467.0,315.0,53.0,48.0,550.0,41.0,14.0,70.0,35.0,466.0,558.0,4.0,41.0,16.0,44.0,230.0,35.0,23.0,24.0,46.0,3.0,77.0,37.0,43.0,13.0,17.0,34.0,17.0,21.0,17.0,23.0,10.0,7.0,4.0,79.0,26.0,3.0,12.0,19.0,18.0,4.0,16.0,10.0,6.0,6.0,12.0,4.0,5.0,10.0,9.0,6.0,3.0,9.0,3.0,14.0,9.0,444.0,3.0,0.0,2.0,0.0,3.0,10.0,2.0,1.0,0.0,7.0,5.0,0.0,13.0,6.0,0.0,9.0,8.0,1.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-11-27,692.0,407.0,3133.0,438.0,77.0,92.0,253.0,203.0,153.0,275.0,106.0,119.0,61.0,15.0,40.0,94.0,320.0,173.0,17.0,63.0,911.0,138.0,209.0,34.0,19.0,16.0,41.0,5.0,93.0,26.0,40.0,7.0,14.0,25.0,22.0,4.0,12.0,29.0,19.0,12.0,13.0,81.0,17.0,8.0,5.0,23.0,18.0,9.0,18.0,6.0,29.0,5.0,11.0,9.0,6.0,4.0,9.0,2.0,0.0,3.0,8.0,12.0,1.0,51.0,6.0,1.0,5.0,22.0,5.0,3.0,22.0,10.0,3.0,5.0,5.0,0.0,9.0,2.0,2.0,9.0,2.0,5.0,4.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-11-28,536.0,318.0,2484.0,445.0,74.0,85.0,222.0,132.0,117.0,111.0,129.0,101.0,46.0,23.0,60.0,45.0,172.0,79.0,16.0,33.0,157.0,77.0,45.0,43.0,58.0,20.0,30.0,10.0,66.0,14.0,23.0,6.0,21.0,15.0,16.0,2.0,4.0,32.0,14.0,5.0,12.0,17.0,28.0,14.0,16.0,20.0,41.0,8.0,27.0,6.0,27.0,4.0,7.0,34.0,2.0,1.0,20.0,2.0,1.0,5.0,10.0,36.0,1.0,17.0,5.0,1.0,4.0,3.0,4.0,6.0,3.0,3.0,1.0,7.0,7.0,0.0,7.0,2.0,3.0,3.0,2.0,5.0,1.0,0.0,23.0,0.0,3.0,4.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-29,521.0,359.0,425.0,301.0,88.0,95.0,148.0,213.0,116.0,59.0,51.0,174.0,49.0,10.0,222.0,37.0,286.0,345.0,22.0,34.0,19.0,74.0,32.0,45.0,39.0,53.0,46.0,11.0,55.0,13.0,11.0,4.0,17.0,9.0,16.0,4.0,8.0,20.0,16.0,15.0,19.0,117.0,15.0,21.0,9.0,19.0,22.0,6.0,16.0,5.0,18.0,2.0,6.0,71.0,2.0,5.0,13.0,6.0,10.0,8.0,3.0,13.0,8.0,5.0,33.0,1.0,7.0,11.0,0.0,3.0,20.0,3.0,5.0,2.0,3.0,0.0,21.0,5.0,3.0,3.0,0.0,1.0,2.0,0.0,15.0,3.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-30,1076.0,164.0,137.0,284.0,59.0,62.0,156.0,93.0,82.0,143.0,73.0,93.0,43.0,11.0,58.0,95.0,86.0,201.0,12.0,214.0,23.0,65.0,28.0,26.0,34.0,25.0,11.0,10.0,29.0,20.0,18.0,10.0,8.0,7.0,18.0,1.0,5.0,9.0,10.0,7.0,11.0,37.0,12.0,19.0,5.0,13.0,4.0,10.0,12.0,15.0,4.0,176.0,2.0,8.0,10.0,9.0,3.0,11.0,5.0,6.0,6.0,1.0,39.0,11.0,5.0,1.0,16.0,8.0,1.0,1.0,13.0,7.0,16.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,6.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2018-12-01,398.0,289.0,172.0,501.0,48.0,54.0,75.0,171.0,68.0,70.0,157.0,83.0,33.0,6.0,34.0,48.0,79.0,92.0,9.0,37.0,14.0,30.0,37.0,25.0,17.0,23.0,15.0,18.0,32.0,11.0,10.0,4.0,1.0,1.0,22.0,20.0,32.0,40.0,39.0,10.0,5.0,13.0,7.0,2.0,4.0,11.0,6.0,4.0,7.0,11.0,8.0,25.0,1.0,2.0,8.0,3.0,2.0,3.0,3.0,59.0,4.0,6.0,11.0,3.0,9.0,4.0,9.0,41.0,0.0,7.0,8.0,3.0,10.0,4.0,2.0,0.0,24.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-02,306.0,190.0,144.0,654.0,84.0,117.0,105.0,520.0,485.0,105.0,143.0,76.0,23.0,12.0,58.0,31.0,52.0,132.0,5.0,65.0,14.0,24.0,430.0,25.0,11.0,113.0,16.0,46.0,47.0,17.0,6.0,3.0,1.0,7.0,16.0,10.0,22.0,31.0,8.0,14.0,1.0,13.0,15.0,7.0,7.0,25.0,46.0,6.0,12.0,38.0,5.0,2.0,2.0,2.0,4.0,5.0,0.0,7.0,4.0,7.0,1.0,44.0,3.0,8.0,8.0,1.0,8.0,24.0,1.0,3.0,7.0,41.0,1.0,4.0,1.0,1.0,19.0,1.0,2.0,54.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-03,297.0,266.0,214.0,192.0,91.0,131.0,112.0,160.0,150.0,111.0,127.0,72.0,43.0,13.0,54.0,19.0,44.0,155.0,26.0,52.0,42.0,52.0,109.0,27.0,17.0,79.0,10.0,17.0,46.0,13.0,35.0,3.0,14.0,9.0,21.0,11.0,33.0,7.0,11.0,12.0,6.0,19.0,20.0,20.0,16.0,27.0,28.0,9.0,16.0,12.0,13.0,12.0,5.0,1.0,17.0,4.0,26.0,7.0,1.0,4.0,28.0,21.0,6.0,4.0,5.0,14.0,6.0,34.0,22.0,28.0,26.0,13.0,8.0,3.0,1.0,0.0,3.0,4.0,4.0,23.0,0.0,8.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-04,291.0,280.0,959.0,147.0,88.0,75.0,107.0,129.0,84.0,53.0,138.0,90.0,44.0,11.0,64.0,27.0,94.0,116.0,31.0,83.0,21.0,49.0,43.0,23.0,549.0,52.0,22.0,13.0,45.0,8.0,50.0,48.0,17.0,16.0,21.0,3.0,9.0,8.0,28.0,7.0,11.0,63.0,12.0,2837.0,12.0,30.0,46.0,21.0,15.0,7.0,53.0,31.0,7.0,10.0,9.0,6.0,18.0,1.0,7.0,68.0,15.0,46.0,4.0,1.0,3.0,1.0,11.0,10.0,1.0,3.0,7.0,10.0,2.0,3.0,7.0,2.0,3.0,3.0,3.0,21.0,1.0,3.0,6.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,18.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-05,341.0,312.0,608.0,201.0,124.0,224.0,302.0,151.0,76.0,70.0,101.0,145.0,87.0,21.0,147.0,53.0,64.0,72.0,37.0,120.0,24.0,159.0,79.0,197.0,361.0,61.0,22.0,51.0,119.0,14.0,97.0,30.0,13.0,7.0,24.0,6.0,9.0,27.0,13.0,10.0,13.0,27.0,22.0,2113.0,25.0,17.0,58.0,35.0,61.0,30.0,22.0,60.0,10.0,26.0,69.0,11.0,31.0,3.0,13.0,20.0,7.0,54.0,4.0,2.0,3.0,1.0,7.0,24.0,3.0,17.0,14.0,9.0,3.0,10.0,2.0,4.0,3.0,8.0,7.0,7.0,6.0,3.0,16.0,0.0,10.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-06,207.0,648.0,512.0,140.0,48.0,155.0,141.0,82.0,142.0,66.0,47.0,259.0,59.0,11.0,129.0,245.0,289.0,64.0,45.0,60.0,28.0,68.0,32.0,50.0,68.0,15.0,16.0,20.0,48.0,14.0,55.0,12.0,7.0,2.0,44.0,6.0,2.0,38.0,4.0,7.0,4.0,14.0,20.0,641.0,29.0,16.0,17.0,16.0,14.0,26.0,20.0,10.0,8.0,4.0,3.0,21.0,6.0,2.0,1.0,3.0,7.0,11.0,2.0,4.0,10.0,1.0,3.0,26.0,2.0,41.0,28.0,2.0,1.0,9.0,2.0,1.0,13.0,4.0,15.0,2.0,6.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-07,225.0,863.0,2112.0,227.0,68.0,103.0,170.0,58.0,121.0,2572.0,57.0,1168.0,54.0,20.0,47.0,1119.0,1166.0,207.0,27.0,36.0,2503.0,77.0,41.0,28.0,175.0,8.0,37.0,14.0,26.0,64.0,40.0,27.0,2.0,23.0,620.0,6.0,2489.0,48.0,51.0,4.0,3.0,10.0,12.0,309.0,14.0,148.0,92.0,23.0,24.0,21.0,15.0,3.0,10.0,9.0,11.0,9.0,9.0,6.0,9.0,14.0,3.0,92.0,15.0,0.0,10.0,2.0,3.0,13.0,0.0,44.0,6.0,8.0,7.0,9.0,1.0,0.0,11.0,2.0,3.0,9.0,6.0,14.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-08,190.0,383.0,708.0,246.0,60.0,75.0,97.0,34.0,115.0,248.0,23.0,194.0,24.0,6.0,39.0,174.0,200.0,34.0,15.0,19.0,252.0,49.0,131.0,18.0,33.0,12.0,15.0,14.0,18.0,28.0,32.0,9.0,4.0,30.0,85.0,6.0,268.0,12.0,9.0,4.0,7.0,5.0,15.0,183.0,10.0,16.0,4.0,113.0,7.0,3.0,8.0,4.0,3.0,35.0,11.0,1.0,15.0,1.0,2.0,5.0,9.0,4.0,26.0,1.0,8.0,4.0,5.0,16.0,0.0,14.0,6.0,2.0,4.0,2.0,1.0,0.0,6.0,0.0,7.0,3.0,0.0,11.0,5.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2018-12-09,367.0,239.0,225.0,413.0,60.0,101.0,86.0,73.0,90.0,279.0,57.0,59.0,38.0,9.0,58.0,40.0,97.0,31.0,23.0,160.0,41.0,26.0,321.0,8.0,564.0,11.0,13.0,4.0,29.0,11.0,17.0,9.0,2.0,93.0,18.0,41.0,35.0,7.0,14.0,1.0,21.0,12.0,10.0,61.0,27.0,6.0,4.0,23.0,13.0,2.0,18.0,6.0,1.0,269.0,7.0,2.0,4.0,1.0,2.0,20.0,2.0,3.0,15.0,1.0,5.0,2.0,0.0,29.0,0.0,6.0,4.0,4.0,1.0,6.0,5.0,1.0,0.0,0.0,15.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-10,916.0,323.0,185.0,238.0,87.0,110.0,163.0,434.0,65.0,109.0,38.0,64.0,44.0,12.0,80.0,599.0,65.0,62.0,26.0,210.0,31.0,103.0,63.0,30.0,113.0,23.0,24.0,20.0,34.0,27.0,25.0,11.0,12.0,117.0,13.0,145.0,11.0,10.0,13.0,2.0,18.0,15.0,17.0,60.0,25.0,18.0,13.0,9.0,15.0,9.0,19.0,5.0,6.0,39.0,6.0,5.0,2.0,0.0,2.0,311.0,2.0,8.0,3.0,4.0,0.0,0.0,10.0,30.0,0.0,13.0,15.0,11.0,5.0,11.0,1.0,0.0,0.0,4.0,1.0,3.0,6.0,7.0,24.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-11,387.0,189.0,287.0,159.0,68.0,155.0,162.0,130.0,109.0,91.0,49.0,91.0,71.0,23.0,310.0,126.0,69.0,58.0,44.0,49.0,13.0,70.0,31.0,22.0,47.0,17.0,39.0,20.0,24.0,16.0,60.0,29.0,12.0,66.0,25.0,20.0,7.0,9.0,4.0,3.0,13.0,17.0,15.0,27.0,21.0,28.0,10.0,7.0,26.0,8.0,40.0,10.0,26.0,18.0,5.0,10.0,8.0,1.0,5.0,62.0,10.0,4.0,2.0,3.0,1.0,1.0,5.0,25.0,34.0,57.0,7.0,18.0,1.0,1.0,2.0,1.0,18.0,20.0,9.0,8.0,6.0,6.0,14.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-12,438.0,198.0,466.0,249.0,106.0,142.0,176.0,89.0,128.0,93.0,31.0,161.0,94.0,22.0,193.0,167.0,176.0,139.0,26.0,34.0,31.0,65.0,80.0,13.0,38.0,63.0,20.0,19.0,19.0,15.0,90.0,175.0,67.0,16.0,27.0,8.0,6.0,5.0,18.0,3.0,21.0,12.0,23.0,19.0,7.0,19.0,4.0,11.0,24.0,10.0,17.0,17.0,14.0,13.0,2.0,9.0,13.0,0.0,2.0,10.0,4.0,2.0,9.0,0.0,10.0,16.0,7.0,1.0,3.0,15.0,5.0,2.0,2.0,3.0,1.0,0.0,1.0,8.0,6.0,6.0,2.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-13,386.0,226.0,261.0,154.0,71.0,89.0,206.0,64.0,68.0,72.0,45.0,107.0,54.0,33.0,97.0,80.0,157.0,77.0,26.0,49.0,14.0,129.0,44.0,49.0,45.0,41.0,18.0,13.0,18.0,21.0,42.0,57.0,31.0,7.0,16.0,9.0,4.0,13.0,13.0,3.0,72.0,23.0,24.0,19.0,6.0,18.0,4.0,11.0,37.0,24.0,9.0,14.0,5.0,12.0,20.0,8.0,8.0,6.0,3.0,12.0,9.0,2.0,12.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,1.0,5.0,2.0,8.0,16.0,0.0,6.0,4.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-14,283.0,235.0,227.0,140.0,143.0,80.0,119.0,117.0,120.0,27.0,55.0,104.0,45.0,15.0,118.0,75.0,74.0,99.0,21.0,87.0,17.0,59.0,63.0,23.0,98.0,31.0,36.0,6.0,41.0,18.0,32.0,16.0,13.0,8.0,25.0,6.0,8.0,24.0,23.0,1.0,30.0,57.0,5.0,10.0,5.0,13.0,18.0,9.0,17.0,19.0,10.0,52.0,7.0,9.0,16.0,6.0,4.0,2.0,2.0,11.0,8.0,13.0,5.0,4.0,6.0,6.0,2.0,1.0,3.0,10.0,5.0,5.0,2.0,6.0,11.0,2.0,5.0,188.0,4.0,2.0,1.0,4.0,6.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-12-15,642.0,230.0,299.0,92.0,53.0,54.0,114.0,293.0,136.0,54.0,133.0,125.0,42.0,16.0,46.0,86.0,77.0,150.0,14.0,119.0,8.0,35.0,21.0,9.0,46.0,140.0,93.0,6.0,23.0,13.0,13.0,22.0,5.0,17.0,21.0,2.0,7.0,16.0,19.0,1.0,30.0,88.0,13.0,3.0,12.0,9.0,4.0,8.0,18.0,107.0,6.0,92.0,3.0,4.0,12.0,5.0,4.0,1.0,3.0,94.0,4.0,4.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,28.0,5.0,8.0,15.0,9.0,4.0,1.0,0.0,158.0,7.0,14.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-16,524.0,328.0,370.0,111.0,71.0,129.0,138.0,48.0,120.0,29.0,33.0,168.0,116.0,8.0,51.0,34.0,36.0,63.0,10.0,71.0,20.0,25.0,30.0,10.0,32.0,42.0,42.0,14.0,36.0,10.0,11.0,21.0,4.0,6.0,23.0,0.0,14.0,14.0,22.0,2.0,17.0,13.0,16.0,5.0,6.0,19.0,181.0,12.0,12.0,33.0,8.0,15.0,5.0,8.0,2.0,6.0,4.0,0.0,0.0,27.0,2.0,180.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0,18.0,2.0,9.0,4.0,2.0,4.0,1.0,0.0,5.0,4.0,5.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
